row,cell_id,world,world_index,qid,rev_id,horizon,block,family,rev_kind,from_bank,control_no_news,p,p_given,delta,nx,question,reveal
312,seed7011:b2562|seed7011:r30,seed7011,5,seed7011:b2562,seed7011:r30,210,B,W1_wonder_race,civ_anarchy,True,False,0.248,0.248,0.0,1000,Will Libyan complete the Great Wall by turn 210?,Libyan fell into anarchy at some point.
313,seed7014:b2473|seed7014:r48,seed7014,6,seed7014:b2473,seed7014:r48,210,B,EX_comparative,civ_govchange,True,False,0.533,0.533,0.0,1000,Will Chinese have a higher territory size than Tajik at turn 210?,Chinese changed its form of government (not counting a spell of anarchy).
314,seed7011:b2902|seed7011:r45,seed7011,5,seed7011:b2902,seed7011:r45,210,B,NB1_value_threshold,civ_govchange,True,True,0.255,0.255,0.0,1000,Will Equatoguinean's population be at least 113 at turn 210?,Equatoguinean changed its form of government (not counting a spell of anarchy).
315,seed7010:b2473|seed7010:r5,seed7010,4,seed7010:b2473,seed7010:r5,210,B,NW1_war_at,pair_ceasefire,True,False,0.5,0.5,0.0,1000,Will American and Fijian be at war at turn 210?,Central American and Fijian reached a cease-fire or armistice.
316,seed7003:b3064|seed7003:r27,seed7003,1,seed7003:b3064,seed7003:r27,210,B,EX_government_at,civ_govchange,True,True,0.5,0.5021645021645021,0.0021645021645021467,924,Will Rhenish's government be Democracy at turn 210?,Rhenish changed its form of government (not counting a spell of anarchy).
317,seed7003:b3509|seed7003:r13,seed7003,1,seed7003:b3509,seed7003:r13,210,B,NB4_drawdown,pair_ceasefire,True,False,0.085,0.085,0.0,1000,Will Corsican's territory size drop below 70% of its turn-60 level at any point up to turn 210?,Ghana and Corsican reached a cease-fire or armistice.
318,seed7014:b2406|seed7014:r24,seed7014,6,seed7014:b2406,seed7014:r24,210,C1,EX_comparative,civ_lost3,False,False,0.481,0.42342342342342343,-0.057576576576576555,555,Will Trinidadian and Tobagonian have a higher number of cities than Bissau-Guinean at turn 210?,Trinidadian and Tobagonian lost at least three cities.
319,seed7022:b1595|seed7022:r20,seed7022,7,seed7022:b1595,seed7022:r20,210,C1,NB4_drawdown,civ_lost3,True,False,0.298,0.41228070175438597,0.11428070175438598,342,Will Boian's number of cities drop below 70% of its turn-60 level at any point up to turn 210?,Boian lost at least three cities.
320,seed7014:b2716|seed7014:r24,seed7014,6,seed7014:b2716,seed7014:r24,210,C1,NB1_value_threshold,civ_lost3,False,False,0.253,0.19099099099099098,-0.06200900900900902,555,Will Trinidadian and Tobagonian's number of cities be at least 44 at turn 210?,Trinidadian and Tobagonian lost at least three cities.
321,seed7010:b2496|seed7010:r47,seed7010,4,seed7010:b2496,seed7010:r47,210,C1,EX_comparative,civ_lost3,False,False,0.496,0.43842364532019706,-0.05757635467980293,203,Will Fijian have a higher number of cities than Spanish at turn 210?,Fijian lost at least three cities.
322,seed7010:b2637|seed7010:r17,seed7010,4,seed7010:b2637,seed7010:r17,210,C1,NB4_drawdown,civ_lost3,False,False,0.088,0.08737864077669903,-0.0006213592233009629,103,Will Central American's number of cities drop below 99% of its turn-60 level at any point up to turn 210?,Central American lost at least three cities.
323,seed7010:b2728|seed7010:r23,seed7010,4,seed7010:b2728,seed7010:r23,210,C1,NB1_value_threshold,civ_lost3,False,False,0.119,0.06493506493506493,-0.054064935064935066,231,Will American's number of cities be at least 44 at turn 210?,American lost at least three cities.
324,seed7010:b2427|seed7010:r17,seed7010,4,seed7010:b2427,seed7010:r17,210,C1,EX_comparative,civ_lost3,False,True,0.241,0.22330097087378642,-0.017699029126213572,103,Will Central American have a higher number of cities than American at turn 210?,Central American lost at least three cities.
325,seed7022:b1594|seed7022:r20,seed7022,7,seed7022:b1594,seed7022:r20,210,C1,NB4_drawdown,civ_lost3,False,False,0.449,0.5847953216374269,0.13579532163742686,342,Will Boian's number of cities drop below 99% of its turn-60 level at any point up to turn 210?,Boian lost at least three cities.
326,seed7010:b2954|seed7010:r47,seed7010,4,seed7010:b2954,seed7010:r47,210,C1,NB1_value_threshold,civ_lost3,False,False,0.781,0.7093596059113301,-0.07164039408866996,203,Will Fijian's number of cities be at least 22 at turn 210?,Fijian lost at least three cities.
327,seed7010:b2481|seed7010:r47,seed7010,4,seed7010:b2481,seed7010:r47,210,C1,EX_comparative,civ_lost3,False,False,0.704,0.7389162561576355,0.034916256157635495,203,Will American have a higher number of cities than Fijian at turn 210?,Fijian lost at least three cities.
328,seed7022:b1571|seed7022:r20,seed7022,7,seed7022:b1571,seed7022:r20,210,C1,NB1_value_threshold,civ_lost3,False,False,0.753,0.672514619883041,-0.08048538011695905,342,Will Boian's number of cities be at least 15 at turn 210?,Boian lost at least three cities.
329,seed7011:b2902|seed7011:r43,seed7011,5,seed7011:b2902,seed7011:r43,210,C2,NB1_value_threshold,civ_lost,True,False,0.255,0.19733333333333333,-0.05766666666666667,750,Will Equatoguinean's population be at least 113 at turn 210?,Equatoguinean lost a city.
330,seed7010:b2439|seed7010:r16,seed7010,4,seed7010:b2439,seed7010:r16,210,C2,EX_comparative,civ_lost,True,False,0.318,0.31446540880503143,-0.0035345911949685727,636,Will Central American have a higher population than Spanish at turn 210?,Central American lost a city.
331,seed7011:b2926|seed7011:r43,seed7011,5,seed7011:b2926,seed7011:r43,210,C2,NB4_drawdown,civ_lost,True,False,0.459,0.512,0.05299999999999999,750,Will Equatoguinean's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Equatoguinean lost a city.
332,seed7011:b2660|seed7011:r25,seed7011,5,seed7011:b2660,seed7011:r25,210,C2,NB1_value_threshold,civ_score_leader,True,False,0.904,0.9066852367688022,0.0026852367688021683,718,Will Ohlone's population be at least 43 at turn 210?,Ohlone had the highest score of any civilization at turn 90.
333,seed7011:b2528|seed7011:r28,seed7011,5,seed7011:b2528,seed7011:r28,210,C2,EX_comparative,civ_lost,True,False,0.776,0.7755775577557755,-0.00042244224422449683,303,Will Libyan have a higher territory size than American at turn 210?,Libyan lost a city.
334,seed7003:b3270|seed7003:r34,seed7003,1,seed7003:b3270,seed7003:r34,210,C2,NB4_drawdown,civ_lost,True,False,0.701,0.7592592592592593,0.058259259259259344,216,Will Ghana's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Ghana lost a city.
335,seed7011:b2660|seed7011:r20,seed7011,5,seed7011:b2660,seed7011:r20,210,C2,NB1_value_threshold,civ_lost,True,False,0.904,0.886021505376344,-0.01797849462365597,465,Will Ohlone's population be at least 43 at turn 210?,Ohlone lost a city.
336,seed7003:b2810|seed7003:r22,seed7003,1,seed7003:b2810,seed7003:r22,210,C2,EX_comparative,civ_score_leader,True,False,0.315,0.2782503037667072,-0.03674969623329283,823,Will Corsican have a higher population than Crimean Tatar at turn 210?,Crimean Tatar had the highest score of any civilization at turn 90.
337,seed7003:b3156|seed7003:r31,seed7003,1,seed7003:b3156,seed7003:r31,210,C2,NB4_drawdown,civ_score_leader,True,False,0.696,0.6915887850467289,-0.004411214953271014,107,Will Rhenish's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Rhenish had the highest score of any civilization at turn 90.
338,seed7010:b2624|seed7010:r16,seed7010,4,seed7010:b2624,seed7010:r16,210,C2,NB1_value_threshold,civ_lost,True,True,0.102,0.10377358490566038,0.0017735849056603886,636,Will Central American's territory size be at least 351 at turn 210?,Central American lost a city.
339,seed7003:b2798|seed7003:r22,seed7003,1,seed7003:b2798,seed7003:r22,210,C2,EX_comparative,civ_score_leader,True,False,0.887,0.9173754556500607,0.030375455650060723,823,Will Crimean Tatar have a higher population than Sammarinese at turn 210?,Crimean Tatar had the highest score of any civilization at turn 90.
340,seed7005:b2930|seed7005:r20,seed7005,2,seed7005:b2930,seed7005:r20,210,C2,NB4_drawdown,civ_lost,True,False,0.919,0.9150090415913201,-0.003990958408679912,553,Will Otomí's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Otomí lost a city.
341,seed7003:b3375|seed7003:r41,seed7003,1,seed7003:b3375,seed7003:r41,210,C2,NB1_value_threshold,civ_lost,True,True,0.268,0.2678751258811682,-0.0001248741188318303,993,Will Sammarinese's number of cities be at least 32 at turn 210?,Sammarinese lost a city.
342,seed7014:b2473|seed7014:r46,seed7014,6,seed7014:b2473,seed7014:r46,210,C2,EX_comparative,civ_lost,True,False,0.533,0.48742138364779874,-0.045578616352201284,318,Will Chinese have a higher territory size than Tajik at turn 210?,Chinese lost a city.
343,seed7022:b1595|seed7022:r19,seed7022,7,seed7022:b1595,seed7022:r19,210,C2,NB4_drawdown,civ_lost,True,False,0.298,0.32171581769436997,0.02371581769436998,746,Will Boian's number of cities drop below 70% of its turn-60 level at any point up to turn 210?,Boian lost a city.
344,seed7011:b3012|seed7011:r51,seed7011,5,seed7011:b3012,seed7011:r51,210,C2,NB1_value_threshold,civ_lost,True,False,0.101,0.09102564102564102,-0.009974358974358985,780,Will American's score be at least 254 at turn 210?,American lost a city.
345,seed7003:b2787|seed7003:r17,seed7003,1,seed7003:b2787,seed7003:r17,210,C2,EX_comparative,civ_lost,True,False,0.079,0.1715686274509804,0.09256862745098039,408,Will Ghana have a higher number of cities than Crimean Tatar at turn 210?,Crimean Tatar lost a city.
346,seed7008:b3475|seed7008:r38,seed7008,3,seed7008:b3475,seed7008:r38,210,C2,NB4_drawdown,civ_lost,True,False,0.439,0.49245283018867925,0.053452830188679246,530,Will Peruvian's treasury drop below 25% of its turn-60 level at any point up to turn 210?,Peruvian lost a city.
347,seed7003:b3486|seed7003:r49,seed7003,1,seed7003:b3486,seed7003:r49,210,C2,NB1_value_threshold,civ_lost,True,False,0.906,0.9030558482613277,-0.0029441517386723515,949,Will Corsican's number of cities be at least 17 at turn 210?,Corsican lost a city.
348,seed7001:b2020|seed7001:r21,seed7001,0,seed7001:b2020,seed7001:r21,210,C2,EX_comparative,civ_lost,True,True,0.656,0.6861598440545809,0.03015984405458083,513,Will Estonian have a higher population than Brazzaville-Congolese at turn 210?,Brazzaville-Congolese lost a city.
349,seed7005:b3045|seed7005:r39,seed7005,2,seed7005:b3045,seed7005:r39,210,C2,NB4_drawdown,civ_score_leader,True,False,0.376,0.30045871559633025,-0.07554128440366975,436,Will Cañari's territory size drop below 90% of its turn-60 level at any point up to turn 210?,Cañari had the highest score of any civilization at turn 90.
350,seed7008:b3432|seed7008:r38,seed7008,3,seed7008:b3432,seed7008:r38,210,C2,NB1_value_threshold,civ_lost,True,False,0.95,0.9415094339622642,-0.008490566037735792,530,Will Peruvian's score be at least 162 at turn 210?,Peruvian lost a city.
351,seed7014:b2410|seed7014:r29,seed7014,6,seed7014:b2410,seed7014:r29,210,C2,EX_comparative,civ_score_leader,True,False,0.594,0.6210892236384704,0.02708922363847044,863,Will Trinidadian and Tobagonian have a higher score than Bissau-Guinean at turn 210?,Trinidadian and Tobagonian had the highest score of any civilization at turn 90.
352,seed7005:b2835|seed7005:r13,seed7005,2,seed7005:b2835,seed7005:r13,210,C2,NB4_drawdown,civ_lost,True,False,0.155,0.15515515515515516,0.00015515515515515665,999,Will Saka's number of cities drop below 70% of its turn-60 level at any point up to turn 210?,Saka lost a city.
353,seed7008:b3213|seed7008:r24,seed7008,3,seed7008:b3213,seed7008:r24,210,C2,NB1_value_threshold,civ_lost,True,False,0.528,0.4982078853046595,-0.029792114695340544,837,Will Belgian's population be at least 92 at turn 210?,Belgian lost a city.
354,seed7003:b2787|seed7003:r22,seed7003,1,seed7003:b2787,seed7003:r22,210,C2,EX_comparative,civ_score_leader,True,False,0.079,0.0425273390036452,-0.0364726609963548,823,Will Ghana have a higher number of cities than Crimean Tatar at turn 210?,Crimean Tatar had the highest score of any civilization at turn 90.
355,seed7008:b3238|seed7008:r24,seed7008,3,seed7008:b3238,seed7008:r24,210,C2,NB4_drawdown,civ_lost,True,True,0.775,0.7897252090800478,0.014725209080047819,837,Will Belgian's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Belgian lost a city.
356,seed7003:b3000|seed7003:r17,seed7003,1,seed7003:b3000,seed7003:r17,210,C2,NB1_value_threshold,civ_lost,True,False,0.762,0.6323529411764706,-0.12964705882352945,408,Will Crimean Tatar's score be at least 238 at turn 210?,Crimean Tatar lost a city.
357,seed7003:b2798|seed7003:r41,seed7003,1,seed7003:b2798,seed7003:r41,210,C2,EX_comparative,civ_lost,True,False,0.887,0.8862034239677744,-0.0007965760322256044,993,Will Crimean Tatar have a higher population than Sammarinese at turn 210?,Sammarinese lost a city.
358,seed7003:b3156|seed7003:r25,seed7003,1,seed7003:b3156,seed7003:r25,210,C2,NB4_drawdown,civ_lost,True,False,0.696,0.7337110481586402,0.03771104815864024,706,Will Rhenish's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Rhenish lost a city.
359,seed7011:b2788|seed7011:r28,seed7011,5,seed7011:b2788,seed7011:r28,210,C2,NB1_value_threshold,civ_lost,True,False,0.752,0.735973597359736,-0.016026402640264004,303,Will Libyan's territory size be at least 310 at turn 210?,Libyan lost a city.
360,seed7014:b2410|seed7014:r23,seed7014,6,seed7014:b2410,seed7014:r23,210,C2,EX_comparative,civ_lost,True,False,0.594,0.5853920515574651,-0.008607948442534874,931,Will Trinidadian and Tobagonian have a higher score than Bissau-Guinean at turn 210?,Trinidadian and Tobagonian lost a city.
361,seed7008:b3352|seed7008:r31,seed7008,3,seed7008:b3352,seed7008:r31,210,C2,NB4_drawdown,civ_lost,True,False,0.782,0.8004926108374384,0.01849261083743836,406,Will Spanish's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Spanish lost a city.
362,seed7003:b3000|seed7003:r22,seed7003,1,seed7003:b3000,seed7003:r22,210,C2,NB1_value_threshold,civ_score_leader,True,False,0.762,0.8153098420413123,0.05330984204131228,823,Will Crimean Tatar's score be at least 238 at turn 210?,Crimean Tatar had the highest score of any civilization at turn 90.
363,seed7010:b2485|seed7010:r28,seed7010,4,seed7010:b2485,seed7010:r28,210,C2,EX_comparative,civ_score_leader,True,False,0.79,0.8098859315589354,0.019885931558935366,789,Will American have a higher score than Fijian at turn 210?,American had the highest score of any civilization at turn 90.
364,seed7003:b3509|seed7003:r49,seed7003,1,seed7003:b3509,seed7003:r49,210,C2,NB4_drawdown,civ_lost,True,True,0.085,0.08535300316122234,0.00035300316122233166,949,Will Corsican's territory size drop below 70% of its turn-60 level at any point up to turn 210?,Corsican lost a city.
365,seed7005:b2807|seed7005:r13,seed7005,2,seed7005:b2807,seed7005:r13,210,C2,NB1_value_threshold,civ_lost,False,False,0.111,0.1111111111111111,0.0001111111111111035,999,Will Saka's population be at least 90 at turn 210?,Saka lost a city.
366,seed7011:b2504|seed7011:r25,seed7011,5,seed7011:b2504,seed7011:r25,210,C2,EX_comparative,civ_score_leader,True,False,0.203,0.18384401114206128,-0.019155988857938733,718,Will American have a higher number of cities than Ohlone at turn 210?,Ohlone had the highest score of any civilization at turn 90.
367,seed7005:b2930|seed7005:r24,seed7005,2,seed7005:b2930,seed7005:r24,210,C2,NB4_drawdown,civ_score_leader,True,False,0.919,0.9340277777777778,0.015027777777777751,288,Will Otomí's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Otomí had the highest score of any civilization at turn 90.
368,seed7014:b2945|seed7014:r46,seed7014,6,seed7014:b2945,seed7014:r46,210,C2,NB1_value_threshold,civ_lost,False,False,0.766,0.7232704402515723,-0.04272955974842774,318,Will Chinese's number of military units be at least 19 at turn 210?,Chinese lost a city.
369,seed7014:b2431|seed7014:r46,seed7014,6,seed7014:b2431,seed7014:r46,210,C2,EX_comparative,civ_lost,True,False,0.454,0.5188679245283019,0.06486792452830187,318,Will Bissau-Guinean have a higher population than Chinese at turn 210?,Chinese lost a city.
370,seed7005:b3045|seed7005:r34,seed7005,2,seed7005:b3045,seed7005:r34,210,C2,NB4_drawdown,civ_lost,True,False,0.376,0.376,0.0,1000,Will Cañari's territory size drop below 90% of its turn-60 level at any point up to turn 210?,Cañari lost a city.
371,seed7011:b2510|seed7011:r0,seed7011,5,seed7011:b2510,seed7011:r0,210,D,W2_directed_conquest,pair_war_began,True,False,0.243,0.2995169082125604,0.05651690821256039,207,Will Equatoguinean capture at least one city from Libyan by turn 210?,Ohlone and Libyan went to war.
372,seed7008:b2871|seed7008:r15,seed7008,3,seed7008:b2871,seed7008:r15,210,D,NW1_war_at,pair_war_began,True,True,0.52,0.7031802120141343,0.18318021201413426,283,Will Latvian and Somali be at war at turn 210?,Peruvian and Somali went to war.
373,seed7011:b2820|seed7011:r9,seed7011,5,seed7011:b2820,seed7011:r9,210,D,W4_lose_k,pair_war_began,True,False,0.842,0.8611111111111112,0.01911111111111119,396,Will Libyan lose at least 5 cities by turn 210?,Libyan and American went to war.
374,seed7010:b2881|seed7010:r13,seed7010,4,seed7010:b2881,seed7010:r13,210,D,NEW_civil_war,pair_war_began,True,False,0.326,0.32558139534883723,-0.00041860465116277945,989,Will Beninese suffer a civil war (a breakaway civilization splitting off) by turn 210?,Beninese and Fijian went to war.
375,seed7014:b2428|seed7014:r4,seed7014,6,seed7014:b2428,seed7014:r4,210,D,NW2_diplo,pair_war_began,True,True,0.242,0.49122807017543857,0.24922807017543858,114,Will Bissau-Guinean and Chinese form an Alliance at any point between turns 61 and 210?,Bissau-Guinean and Swazi went to war.
376,seed7014:b2452|seed7014:r0,seed7014,6,seed7014:b2452,seed7014:r0,210,D,W2_directed_conquest,pair_war_began,True,False,0.594,0.594,0.0,1000,Will Trinidadian and Tobagonian capture at least one city from Chinese by turn 210?,Bissau-Guinean and Trinidadian and Tobagonian went to war.
377,seed7008:b2940|seed7008:r11,seed7008,3,seed7008:b2940,seed7008:r11,210,D,NW1_war_at,pair_war_began,True,False,0.389,0.29533678756476683,-0.09366321243523318,772,Will Spanish and Somali be at war at turn 210?,Belgian and Somali went to war.
378,seed7010:b2878|seed7010:r12,seed7010,4,seed7010:b2878,seed7010:r12,210,D,W4_lose_k,pair_war_began,True,False,0.924,0.9426751592356688,0.01867515923566876,157,Will Spanish lose at least 5 cities by turn 210?,Spanish and Fijian went to war.
379,seed7010:b2879|seed7010:r0,seed7010,4,seed7010:b2879,seed7010:r0,210,D,NEW_civil_war,pair_war_began,True,False,0.134,0.13709677419354838,0.0030967741935483684,868,Will Spanish suffer a civil war (a breakaway civilization splitting off) by turn 210?,Central American and Spanish went to war.
380,seed7010:b2489|seed7010:r11,seed7010,4,seed7010:b2489,seed7010:r11,210,D,NW2_diplo,pair_war_began,True,True,0.345,0.396709323583181,0.05170932358318103,547,Will Spanish and Fijian form an Alliance at any point between turns 61 and 210?,Spanish and Beninese went to war.
381,seed7008:b2917|seed7008:r8,seed7008,3,seed7008:b2917,seed7008:r8,210,D,W2_directed_conquest,pair_war_began,True,True,0.371,0.3642241379310345,-0.006775862068965521,464,Will Somali capture at least one city from Belgian by turn 210?,Belgian and Peruvian went to war.
382,seed7008:b2858|seed7008:r14,seed7008,3,seed7008:b2858,seed7008:r14,210,D,NW1_war_at,pair_war_began,True,True,0.738,0.54,-0.19799999999999995,200,Will Latvian and Peruvian be at war at turn 210?,Spanish and Peruvian went to war.
383,seed7001:b2278|seed7001:r4,seed7001,0,seed7001:b2278,seed7001:r4,210,D,W4_lose_k,pair_war_began,True,False,0.948,0.9472934472934473,-0.0007065527065526211,702,Will Estonian lose at least 5 cities by turn 210?,Santomean and Estonian went to war.
384,seed7011:b2823|seed7011:r3,seed7011,5,seed7011:b2823,seed7011:r3,210,D,NEW_civil_war,pair_war_began,True,False,0.413,0.413,0.0,1000,Will Guyanese suffer a civil war (a breakaway civilization splitting off) by turn 210?,Ohlone and Guyanese went to war.
385,seed7010:b2476|seed7010:r13,seed7010,4,seed7010:b2476,seed7010:r13,210,D,NW2_diplo,pair_war_began,True,False,0.166,0.16683518705763398,0.0008351870576339682,989,Will American and Fijian reach a cease-fire or armistice at any point between turns 61 and 210?,Beninese and Fijian went to war.
386,seed7003:b2770|seed7003:r0,seed7003,1,seed7003:b2770,seed7003:r0,210,D,W2_directed_conquest,pair_war_began,True,False,0.933,0.933,0.0,1000,Will Crimean Tatar capture at least one city from Rhenish by turn 210?,Crimean Tatar and Ghana went to war.
387,seed7010:b2487|seed7010:r11,seed7010,4,seed7010:b2487,seed7010:r11,210,D,NW1_war_at,pair_war_began,True,True,0.698,0.6343692870201096,-0.06363071297989031,547,Will Spanish and Fijian be at war at turn 210?,Spanish and Beninese went to war.
388,seed7003:b3058|seed7003:r4,seed7003,1,seed7003:b3058,seed7003:r4,210,D,W4_lose_k,pair_war_began,True,True,0.767,0.767,0.0,1000,Will Crimean Tatar lose at least 5 cities by turn 210?,Crimean Tatar and Corsican went to war.
389,seed7014:b2858|seed7014:r14,seed7014,6,seed7014:b2858,seed7014:r14,210,D,NEW_civil_war,pair_war_began,True,False,0.42,0.3898573692551506,-0.030142630744849408,631,Will Swazi suffer a civil war (a breakaway civilization splitting off) by turn 210?,Swazi and Chinese went to war.
390,seed7011:b2471|seed7011:r6,seed7011,5,seed7011:b2471,seed7011:r6,210,D,NW2_diplo,pair_war_began,True,False,0.796,0.9633838383838383,0.1673838383838383,792,Will Ohlone and Libyan form an Alliance at any point between turns 61 and 210?,Libyan and Guyanese went to war.
391,seed7010:b2437|seed7010:r0,seed7010,4,seed7010:b2437,seed7010:r0,210,D,W2_directed_conquest,pair_war_began,True,False,0.547,0.5783410138248848,0.031341013824884745,868,Will Central American capture at least one city from Spanish by turn 210?,Central American and Spanish went to war.
392,seed7010:b2473|seed7010:r13,seed7010,4,seed7010:b2473,seed7010:r13,210,D,NW1_war_at,pair_war_began,True,False,0.5,0.49646107178968657,-0.00353892821031343,989,Will American and Fijian be at war at turn 210?,Beninese and Fijian went to war.
393,seed7003:b3291|seed7003:r0,seed7003,1,seed7003:b3291,seed7003:r0,210,D,W4_lose_k,pair_war_began,True,True,0.736,0.736,0.0,1000,Will Ghana lose at least 5 cities by turn 210?,Crimean Tatar and Ghana went to war.
394,seed7011:b2823|seed7011:r36,seed7011,5,seed7011:b2823,seed7011:r36,210,D,NEW_civil_war,civ_lost3,True,False,0.413,0.4114285714285714,-0.001571428571428557,175,Will Guyanese suffer a civil war (a breakaway civilization splitting off) by turn 210?,Guyanese lost at least three cities.
395,seed7010:b2461|seed7010:r11,seed7010,4,seed7010:b2461,seed7010:r11,210,D,NW2_diplo,pair_war_began,True,False,0.509,0.7129798903107861,0.20397989031078612,547,Will American and Spanish be at formal Peace at any point between turns 61 and 210?,Spanish and Beninese went to war.
396,seed7003:b3008|seed7003:r17,seed7003,1,seed7003:b3008,seed7003:r17,210,C2,NB1_value_threshold,civ_lost,False,False,0.501,0.37745098039215685,-0.12354901960784315,408,Will Crimean Tatar's treasury be at least 450 at turn 210?,Crimean Tatar lost a city.
397,seed7011:b2926|seed7011:r48,seed7011,5,seed7011:b2926,seed7011:r48,210,C2,NB4_drawdown,civ_score_leader,True,False,0.459,0.35269709543568467,-0.10630290456431535,241,Will Equatoguinean's treasury drop below 50% of its turn-60 level at any point up to turn 210?,Equatoguinean had the highest score of any civilization at turn 90.
398,seed7003:b2810|seed7003:r17,seed7003,1,seed7003:b2810,seed7003:r17,210,C2,EX_comparative,civ_lost,True,True,0.315,0.40441176470588236,0.08941176470588236,408,Will Corsican have a higher population than Crimean Tatar at turn 210?,Crimean Tatar lost a city.
399,seed7008:b3435|seed7008:r38,seed7008,3,seed7008:b3435,seed7008:r38,210,C2,NB1_value_threshold,civ_lost,False,True,0.511,0.469811320754717,-0.04118867924528302,530,Will Peruvian's score be at least 235 at turn 210?,Peruvian lost a city.
